V1,V2,V3,V4,V5,V6,V7
3.81611,0.531,0.86364,0,0,0.00447,0.01616
4.45509,0.53347,0.8047,0,0,0.00282,-0.03033
4.73597,0.64923,0.7759,0,0,0.01864,0.0535
3.05227,0.58221,0.91101,0,0,0.0164,-0.00279
5.45623,0.7515,0.69661,0,0,0.01573,0.02945
5.43051,0.76278,0.69514,0,0,-0.02384,0.03881
4.59999,0.5389,0.79409,0,0,0.04731,-0.0363
4.82931,0.5579,0.76628,0,0,0.02625,-0.04961
4.33501,0.51716,0.81616,0,0,-0.00321,-0.03549
5.26496,0.7353,0.71527,0,0,-0.00046,0.0487
5.10559,0.66546,0.73498,0,0,0.02152,0.01414
3.56644,0.48429,0.88118,0,0,-0.00551,-0.02482
5.50476,0.67919,0.69483,0,0,0.0475,-0.04512
3.02933,0.62668,0.91273,0,0,0.01954,0.01501
5.15896,0.63957,0.72934,0,0,0.02391,-0.02244
5.20044,0.65854,0.72529,0,0,0.02739,-0.00942
5.08377,0.65545,0.73752,0,0,0.02274,0.00816
3.99543,0.52937,0.84829,0,0,0.0095,0.00447
5.13555,0.71129,0.7264,0,0,-0.02701,0.04507
5.30953,0.67122,0.71496,0,0,0.04107,-0.01579
4.58998,0.58281,0.79032,0,0,0.00278,0.00295
3.73908,0.51363,0.8673,0,0,-0.02755,0.00024
4.34146,0.58072,0.81529,0,0,-0.00555,0.02727
5.0944,0.71834,0.73496,0,0,0.01015,0.067
4.02131,0.52193,0.84421,0,0,-0.01241,-0.00611
4.97054,0.62814,0.7454,0,0,-0.01902,-0.00695
4.38673,0.54603,0.81,0,0,-0.01316,-0.01246
2.55573,0.70098,0.91944,0,0,-0.00271,-0.00474
3.46156,0.49907,0.88794,0,0,-0.00428,-0.01101
2.97504,0.64515,0.91403,0,0,-0.00848,0.0099
5.21996,0.77148,0.72398,0,0,0.03469,0.10198
3.0978,0.53299,0.90859,0,0,0.01893,-0.02615
3.80473,0.52875,0.86348,0,0,-0.00881,0.01403
4.58762,0.54818,0.7959,0,0,0.05135,-0.0249
5.44215,0.70548,0.6938,0,0,-0.02417,-0.02099
5.47932,0.69349,0.69511,0,0,0.02477,-0.0305
3.20015,0.5149,0.90135,0,0,-0.0236,-0.01109
4.93856,0.5301,0.75388,0,0,0.02573,-0.0944
5.01646,0.65244,0.74426,0,0,0.01679,0.0151
4.28161,0.56334,0.8225,0,0,0.00864,0.0165
4.16929,0.55468,0.83112,0,0,-0.01177,0.01543
3.80653,0.52867,0.86276,0,0,-0.01508,0.01366
4.06882,0.55047,0.84077,0,0,-0.00471,0.01953
4.56404,0.60184,0.79269,0,0,-0.00153,0.02491
4.23972,0.5324,0.82541,0,0,-0.00276,-0.01184
4.02937,0.52391,0.84443,0,0,-0.00176,-0.00402
4.63011,0.56175,0.78783,0,0,0.0202,-0.02072
3.90614,0.49333,0.85563,0,0,0.00622,-0.02588
4.5876,0.56975,0.78983,0,0,-0.00401,-0.01074
4.61665,0.55516,0.78352,0,0,-0.03241,-0.03227
5.4624,0.73098,0.69352,0,0,-0.00629,0.00379
5.46877,0.77558,0.69848,0,0,0.04484,0.05673
5.31877,0.70772,0.70792,0,0,-0.01624,0.00733
4.82793,0.60866,0.76414,0,0,0.00602,-0.00213
4.16597,0.49001,0.8327,0,0,0.00235,-0.04762
5.21654,0.69492,0.72351,0,0,0.02693,0.02469
5.48131,0.77279,0.69348,0,0,0.01227,0.04549
4.77107,0.62121,0.76522,0,0,-0.04133,0.01178
3.91846,0.54614,0.85303,0,0,-0.01164,0.02468
3.65493,0.48398,0.87369,0,0,-0.02534,-0.02646
3.52742,0.49239,0.88456,0,0,0.00728,-0.01649
3.16716,0.53649,0.90532,0,0,0.02362,-0.00318
4.92663,0.56949,0.75455,0,0,0.01984,-0.0539
5.09084,0.74496,0.73395,0,0,-0.00275,0.0918
4.56622,0.5829,0.79071,0,0,-0.01754,0.00351
5.38889,0.76851,0.70347,0,0,0.01173,0.05918
0.32931,0.78174,0.92768,0,0,0.01003,-0.01327
3.32234,0.52828,0.89675,0,0,0.01063,0.01008
1.6299,0.72429,0.9245,0,0,-0.0056,-0.00812
4.34211,0.55907,0.81837,0,0,0.02704,0.0079
4.93937,0.65015,0.74576,0,0,-0.04691,0.0152
5.47545,0.82561,0.69081,0,0,-0.01871,0.09391
3.00989,0.6283,0.91328,0,0,0.00946,0.00654
4.57655,0.56445,0.78696,0,0,-0.0415,-0.01878
3.97318,0.54063,0.85122,0,0,0.02105,0.01826
4.97704,0.5792,0.74462,0,0,-0.01948,-0.0573
0.21707,0.80628,0.92785,0,0,0.00983,0.00561
4.89015,0.64556,0.75435,0,0,-0.01847,0.02184
4.24572,0.53999,0.82141,0,0,-0.03853,-0.00765
4.39243,0.56131,0.80961,0,0,-0.01131,0.00244
4.48423,0.57346,0.79818,0,0,-0.03046,0.00225
4.65341,0.56014,0.77946,0,0,-0.03222,-0.03159
5.1682,0.73349,0.72815,0,0,0.02207,0.06989
5.327,0.63301,0.70946,0,0,0.00682,-0.06424
3.34156,0.52518,0.89478,0,0,-0.00687,0.01049
4.27213,0.57518,0.82202,0,0,-0.00583,0.02806
4.48909,0.5494,0.80212,0,0,0.01198,-0.01706
3.5197,0.51567,0.8838,0,0,-0.012,0.00662
4.92757,0.61036,0.75396,0,0,0.01546,-0.01401
2.12547,0.73661,0.92222,0,0,-0.00437,0.01589
4.70192,0.5858,0.77599,0,0,-0.01456,-0.00982
3.39907,0.50537,0.89191,0,0,-0.00016,-0.00697
3.72333,0.49955,0.8709,0,0,0.00454,-0.01202
4.36886,0.53772,0.81662,0,0,0.03534,-0.01452
3.52664,0.52171,0.8856,0,0,0.02305,0.01249
4.81622,0.63056,0.76507,0,0,0.00251,0.02087
5.37013,0.65918,0.70343,0,0,-0.00746,-0.05021
3.3316,0.51155,0.89489,0,0,-0.01492,-0.00321
5.3996,0.69968,0.69734,0,0,-0.03418,-0.02135
5.23361,0.65571,0.72211,0,0,0.03133,-0.01785
5.05538,0.72699,0.73453,0,0,-0.03285,0.0751
3.89817,0.51054,0.8548,0,0,-0.01126,-0.00925
4.92564,0.6515,0.74805,0,0,-0.04023,0.01964
5.45381,0.70372,0.69121,0,0,-0.03654,-0.02699
4.24609,0.5084,0.82264,0,0,-0.02539,-0.03836
4.8949,0.63329,0.75787,0,0,0.01715,0.01509
3.55266,0.51107,0.88203,0,0,-0.00617,0.00174
3.30906,0.51809,0.89766,0,0,0.01356,-9e-05
3.17654,0.53796,0.90316,0,0,-0.01114,0.00712
3.97062,0.52837,0.84908,0,0,-0.00592,0.00417
3.34684,0.5273,0.89324,0,0,-0.02893,0.014
3.72248,0.53612,0.87052,0,0,-0.0013,0.02426
3.34384,0.47868,0.89587,0,0,0.01538,-0.0377
4.57447,0.57664,0.78893,0,0,-0.02523,-0.0049
5.26314,0.60748,0.71218,0,0,-0.03189,-0.08447
5.27113,0.74475,0.70941,0,0,-0.04949,0.04738
3.23336,0.55029,0.90118,0,0,0.0064,0.02465
4.78497,0.53928,0.77054,0,0,0.01965,-0.06301
4.16579,0.54731,0.83471,0,0,0.02407,0.01143
4.28297,0.58571,0.82066,0,0,-0.00883,0.03699
4.87419,0.64866,0.76032,0,0,0.01784,0.03382
4.70761,0.62351,0.77635,0,0,-0.00564,0.02827
4.52634,0.60703,0.7924,0,0,-0.04195,0.02973
3.5439,0.50174,0.88405,0,0,0.01597,-0.00724
5.34015,0.76256,0.70128,0,0,-0.05741,0.0487
4.91789,0.61136,0.75343,0,0,0.00098,-0.01391
5.44901,0.7766,0.69432,0,0,-0.01291,0.05144
3.88914,0.50315,0.85644,0,0,-0.00155,-0.01564
1.83637,0.7363,0.92366,0,0,-0.00393,0.00893
5.12503,0.62415,0.73477,0,0,0.039,-0.02738
4.18607,0.51896,0.83153,0,0,0.00948,-0.01979
5.14326,0.61805,0.73071,0,0,0.02057,-0.04111
4.52676,0.55871,0.79976,0,0,0.02694,-0.01054
4.42351,0.55701,0.81248,0,0,0.04814,0.00093
3.05657,0.56149,0.90961,0,0,-0.00334,-0.00716
4.92853,0.56491,0.75299,0,0,0.00751,-0.06057
3.57965,0.50075,0.87999,0,0,-0.01003,-0.00866
5.48168,0.78458,0.69021,0,0,-0.01807,0.05148
3.92151,0.51818,0.85463,0,0,0.01026,-0.00182
4.03556,0.51985,0.84657,0,0,0.02917,-0.00592
4.97618,0.60735,0.74622,0,0,-0.00588,-0.02743
4.94261,0.62155,0.74944,0,0,-0.01072,-0.00786
4.83718,0.61414,0.7637,0,0,0.01143,0.00283
2.7688,0.69525,0.9177,0,0,0.00865,0.00365
3.96514,0.53158,0.84999,0,0,-0.00104,0.00856
3.57124,0.50771,0.88089,0,0,-0.00533,-0.00135
5.30219,0.68143,0.71071,0,0,-0.00681,-0.01282
4.84754,0.61485,0.76014,0,0,-0.01044,-0.00016
3.68527,0.50353,0.87292,0,0,-0.00558,-0.00759
3.54482,0.5242,0.88241,0,0,-0.00824,0.01486
4.48915,0.56885,0.80105,0,0,0.00167,0.00114
4.16104,0.52841,0.83206,0,0,-0.00967,-0.00969
3.78616,0.48625,0.86389,0,0,-0.02254,-0.02867
4.77269,0.57134,0.76789,0,0,-0.01623,-0.03349
5.27503,0.63211,0.71411,0,0,-0.00149,-0.05638
4.94889,0.65037,0.74584,0,0,-0.03667,0.01545
5.50832,0.67575,0.6943,0,0,0.0462,-0.04947
3.17425,0.54319,0.90334,0,0,-0.00968,0.01172
5.42065,0.64476,0.69705,0,0,-0.01574,-0.07669
5.34287,0.75115,0.70834,0,0,0.0119,0.05138
3.8102,0.53364,0.8642,0,0,0.0053,0.01874
5.26468,0.72467,0.71778,0,0,0.02205,0.04361
3.49977,0.50067,0.8856,0,0,-0.00391,-0.00854
5.20723,0.62571,0.71653,0,0,-0.04698,-0.0582
3.10644,0.55349,0.90744,0,0,0.00574,0.00304
5.42597,0.7448,0.69358,0,0,-0.04222,0.01776
4.20663,0.54687,0.82607,0,0,-0.02863,0.00307
4.19563,0.54345,0.82981,0,0,0.00021,0.00313
4.11959,0.54786,0.83588,0,0,-0.00944,0.01311
4.34572,0.5455,0.81534,0,0,-0.00085,-0.00791
3.71554,0.51807,0.87275,0,0,0.02238,0.00685
5.35903,0.69024,0.70617,0,0,0.00712,-0.01282
4.35966,0.54,0.81479,0,0,0.00753,-0.01392
-1.85651,1.00014,0.92973,0,0,-4e-05,-0.00094
3.20254,0.54939,0.9029,0,0,0.00981,0.01939
5.03871,0.60422,0.74246,0,0,0.02279,-0.03588
4.51477,0.53341,0.79935,0,0,0.01109,-0.03634
5.15708,0.66703,0.72502,0,0,-0.01847,-0.00124
5.13414,0.72798,0.73077,0,0,0.01199,0.06895
4.83286,0.58098,0.76125,0,0,-0.01499,-0.03297
5.42672,0.6216,0.69463,0,0,-0.03249,-0.10294
5.06411,0.66265,0.73685,0,0,-0.00312,0.01471
4.40121,0.58107,0.80763,0,0,-0.02206,0.01954
5.41237,0.62959,0.70201,0,0,0.02134,-0.08248
4.37509,0.55339,0.81378,0,0,0.01275,-0.00147
4.84307,0.64644,0.76246,0,0,0.00627,0.03365
4.73854,0.57894,0.7736,0,0,0.00083,-0.01977
4.00442,0.5452,0.84733,0,0,0.00681,0.01981
5.13253,0.6896,0.73184,0,0,0.01962,0.03292
4.93411,0.63479,0.74683,0,0,-0.0423,0.00101
4.48509,0.5995,0.80076,0,0,-0.00515,0.03145
3.53578,0.51807,0.88221,0,0,-0.0204,0.00867
4.83431,0.617,0.76108,0,0,-0.01504,0.0029
5.21372,0.68891,0.723,0,0,0.01937,0.01742
5.42396,0.7406,0.69232,0,0,-0.05587,0.01169
5.42728,0.6421,0.70031,0,0,0.0203,-0.07338
3.98389,0.54135,0.85008,0,0,0.01877,0.01839
4.3626,0.58518,0.8132,0,0,-0.00569,0.02975
4.37809,0.5368,0.81358,0,0,0.0137,-0.01827
5.36593,0.71686,0.7039,0,0,-0.00711,0.00837
0.70699,0.78134,0.92702,0,0,-0.00175,0.01014
4.37368,0.56188,0.81069,0,0,-0.0194,0.00407
3.96573,0.55143,0.85111,0,0,0.01242,0.029
5.28148,0.68277,0.71698,0,0,0.03131,-8e-05
4.47174,0.56773,0.8033,0,0,0.006,0.00265
5.41221,0.6845,0.69868,0,0,-0.00997,-0.03398
4.10063,0.51484,0.84052,0,0,0.0242,-0.01624
5.33215,0.69805,0.71322,0,0,0.04709,0.00749
4.87966,0.60962,0.7583,0,0,0.0056,-0.00794
3.0476,0.56103,0.91053,0,0,0.00391,-0.01755
-0.43337,0.84138,0.92898,0,0,0.00033,-0.00462
4.31954,0.53913,0.82052,0,0,0.02633,-0.0098
3.98218,0.51705,0.84651,0,0,-0.02493,-0.00875
3.73893,0.51065,0.86709,0,0,-0.03044,-0.00272
5.07343,0.65389,0.73288,0,0,-0.03003,-0.00082
3.33384,0.5131,0.89579,0,0,0.00392,-0.00311
3.31176,0.54113,0.89704,0,0,0.00517,0.02293
5.19438,0.64011,0.72515,0,0,0.02,-0.02802
4.23478,0.55973,0.82146,0,0,-0.04897,0.01217
3.43978,0.50727,0.88825,0,0,-0.02097,-0.00295
5.1572,0.688,0.72577,0,0,-0.01129,0.02061
3.59293,0.51564,0.88193,0,0,0.03248,0.00634
5.51285,0.64054,0.69084,0,0,0.01902,-0.09107
5.36015,0.67692,0.70427,0,0,-0.0092,-0.03066
4.69553,0.53633,0.7783,0,0,-0.00042,-0.05677
4.62771,0.55279,0.7852,0,0,-0.00637,-0.03244
4.48315,0.55285,0.80216,0,0,0.00639,-0.01358
5.32629,0.81813,0.70537,0,0,-0.03277,0.11317
4.62884,0.57237,0.78873,0,0,0.0273,-0.00934
5.03734,0.61557,0.74407,0,0,0.03598,-0.0221
4.47933,0.58437,0.79939,0,0,-0.02396,0.01467
3.15879,0.54122,0.90447,0,0,-0.00242,0.00595
5.05604,0.63579,0.73767,0,0,-0.00359,-0.01135
4.27421,0.54529,0.82042,0,0,-0.02007,-0.00379
5.49356,0.77588,0.694,0,0,0.02893,0.04991
4.74847,0.58566,0.77666,0,0,0.03793,-0.00926
3.27505,0.51435,0.89828,0,0,-0.00874,-0.00514
4.01844,0.50334,0.84501,0,0,-0.00599,-0.02412
5.26286,0.71585,0.71185,0,0,-0.03541,0.02343
5.37934,0.83169,0.70691,0,0,0.03458,0.12976
4.30642,0.54172,0.81721,0,0,-0.02091,-0.01018
2.61168,0.70948,0.9191,0,0,0.00893,0.00553
4.83503,0.61655,0.7596,0,0,-0.0278,0.00091
4.55672,0.54412,0.79442,0,0,0.00702,-0.03067
5.34502,0.67987,0.70561,0,0,-0.0119,-0.0245
3.71251,0.52656,0.87064,0,0,-0.00971,0.01483
5.26113,0.65106,0.71937,0,0,0.03369,-0.02779
3.0324,0.60031,0.91159,0,0,0.00451,0.00768
5.36841,0.7047,0.70459,0,0,0.0021,-0.00214
5.34467,0.7732,0.70397,0,0,-0.02768,0.06489
2.98763,0.66538,0.91361,0,0,-0.0061,0.03791
3.82122,0.52703,0.86105,0,0,-0.01836,0.0115
4.32668,0.55742,0.81845,0,0,0.01244,0.00632
4.98882,0.65167,0.74353,0,0,-0.01738,0.0134
0.88932,0.75198,0.92667,0,0,0.00152,-0.01025
5.15509,0.68179,0.73215,0,0,0.04498,0.02586
3.7686,0.51521,0.86634,0,0,-0.01051,0.00194
5.17784,0.6955,0.71939,0,0,-0.04938,0.01668
3.85621,0.514,0.85875,0,0,-0.00787,-0.00352
4.92338,0.64262,0.75328,0,0,0.00508,0.01718
5.0074,0.69528,0.73893,0,0,-0.04049,0.05041
4.57657,0.61723,0.79046,0,0,-0.00945,0.03753
4.01761,0.53517,0.84439,0,0,-0.01399,0.00723
4.84192,0.61351,0.75972,0,0,-0.01986,-0.00195
4.83937,0.67357,0.76471,0,0,0.02254,0.06346
5.3197,0.6093,0.71025,0,0,0.00669,-0.08605
4.32822,0.54574,0.81328,0,0,-0.03924,-0.00961
4.89135,0.62723,0.75853,0,0,0.01931,0.01001
4.13585,0.5196,0.83336,0,0,-0.02056,-0.01775
5.06721,0.64099,0.73381,0,0,-0.02766,-0.01248
5.50398,0.75724,0.69449,0,0,0.04348,0.03248
5.00085,0.63856,0.7455,0,0,0.0122,0.00352
4.41553,0.55896,0.80549,0,0,-0.02905,-0.00427
4.15963,0.55305,0.83043,0,0,-0.02905,0.01317
4.82303,0.60058,0.76531,0,0,0.01149,-0.00868
4.79018,0.61584,0.7653,0,0,-0.02145,0.00657
3.23114,0.49513,0.90111,0,0,0.00282,-0.03035
4.44326,0.54008,0.80271,0,0,-0.02815,-0.0257
5.3631,0.73546,0.70801,0,0,0.029,0.0352
5.52707,0.7618,0.69039,0,0,0.02905,0.02909
4.98301,0.60922,0.74398,0,0,-0.01918,-0.02856
5.05819,0.66983,0.73836,0,0,0.005,0.02386
5.35515,0.64359,0.70482,0,0,-0.00882,-0.06267
4.69055,0.54443,0.78065,0,0,0.01572,-0.04615
3.33931,0.51061,0.89515,0,0,-0.00263,-0.00433
3.36926,0.5111,0.89378,0,0,0.00302,-0.00267
5.44212,0.73155,0.69422,0,0,-0.02061,0.00614
4.18651,0.54034,0.83087,0,0,0.00265,0.00078
2.08445,0.7004,0.92245,0,0,-0.00401,-0.02073
5.05023,0.59922,0.73757,0,0,-0.01025,-0.04801
3.6867,0.52956,0.87207,0,0,-0.01613,0.01819
5.02902,0.66554,0.74282,0,0,0.01637,0.02619
4.44068,0.54075,0.80848,0,0,0.02581,-0.01964
4.9267,0.62403,0.75497,0,0,0.02357,0.00131
4.89119,0.59528,0.75561,0,0,-0.00628,-0.02642
5.4141,0.69868,0.69314,0,0,-0.05782,-0.0295
4.58312,0.57535,0.79172,0,0,0.0085,-0.00278
1.80197,0.74574,0.92384,0,0,0.00279,0.01699
4.686,0.55666,0.77644,0,0,-0.02647,-0.03849
2.44876,0.7032,0.92026,0,0,-2e-04,-0.00694
5.15767,0.6458,0.7294,0,0,0.02318,-0.01609
4.14323,0.52919,0.83674,0,0,0.02372,-0.00502
4.80283,0.56966,0.76225,0,0,-0.03584,-0.04332
5.24837,0.68963,0.7159,0,0,-0.01133,0.00415
4.17423,0.54162,0.83264,0,0,0.00985,0.00396
5.42675,0.68692,0.69821,0,0,0.00051,-0.03245
5.32551,0.77192,0.71146,0,0,0.0235,0.07894
3.97402,0.5137,0.84915,0,0,-0.00174,-0.01041
3.17666,0.5427,0.90345,0,0,-0.00501,0.01085
4.34065,0.54611,0.81588,0,0,-0.00039,-0.00679
3.82455,0.53122,0.86434,0,0,0.02131,0.01633
3.08755,0.54634,0.90841,0,0,0.00585,-0.01188
3.87737,0.49105,0.86069,0,0,0.03407,-0.02491
5.33244,0.73483,0.7054,0,0,-0.0263,0.02996
3.74742,0.50004,0.86939,0,0,0.00814,-0.0117
2.58629,0.71645,0.91928,0,0,0.00653,0.01155
1.89152,0.73227,0.92348,0,0,0.01013,0.00561
4.72155,0.60163,0.77258,0,0,-0.02519,0.00151
5.13809,0.62779,0.72894,0,0,-0.00068,-0.03483
5.24262,0.70778,0.72069,0,0,0.02773,0.03107
5.31711,0.66403,0.70935,0,0,-0.0041,-0.03349
5.23786,0.70435,0.71477,0,0,-0.03236,0.01711
4.80137,0.56482,0.76713,0,0,0.00577,-0.04116
3.07283,0.55366,0.90903,0,0,0.00233,-0.00922
4.75602,0.62164,0.77136,0,0,-0.00185,0.02022
4.40559,0.56059,0.80952,0,0,0.00089,0.0016
4.28879,0.57819,0.82048,0,0,-0.00481,0.02921
4.52136,0.56652,0.79859,0,0,0.01048,-0.00419
4.09431,0.53793,0.84075,0,0,0.02055,0.00698
3.32528,0.54418,0.89633,0,0,0.00555,0.02685
4.58032,0.61824,0.79233,0,0,0.0114,0.04086
5.32274,0.67595,0.71367,0,0,0.04197,-0.01361
4.08195,0.5197,0.84233,0,0,0.02652,-0.01023
4.11031,0.52894,0.83939,0,0,0.02072,-0.00284
3.88895,0.52375,0.85503,0,0,-0.01785,0.00424
4.80874,0.60084,0.76817,0,0,0.02229,-0.00372
4.07577,0.54798,0.83892,0,0,-0.01889,0.01556
4.40843,0.60453,0.80767,0,0,-0.01443,0.04303
4.80145,0.61349,0.7631,0,0,-0.02962,0.00147
4.03133,0.52724,0.84274,0,0,-0.01932,-0.00213
2.20272,0.72207,0.92178,0,0,-0.00577,0.00352
3.77316,0.49466,0.86665,0,0,-0.00197,-0.01842
3.44995,0.54024,0.88785,0,0,-0.01727,0.0302
4.32733,0.53019,0.82,0,0,0.0288,-0.01951
5.20562,0.66063,0.72567,0,0,0.03621,-0.00688
5.22613,0.63944,0.71774,0,0,-0.01682,-0.04169
4.02508,0.52702,0.84489,0,0,-0.00071,-6e-04
3.84094,0.5292,0.86249,0,0,0.01646,0.0137
5.24533,0.57432,0.71698,0,0,-0.00484,-0.10853
4.79954,0.60497,0.76581,0,0,-0.00766,-0.00339
3.02776,0.59611,0.91158,0,0,-0.00022,0.00356
5.23899,0.68273,0.71169,0,0,-0.06076,-0.00991
5.09358,0.68495,0.72931,0,0,-0.04171,0.02288
3.92981,0.53874,0.85382,0,0,0.00923,0.01771
5.08539,0.63224,0.73564,0,0,0.00751,-0.01842
5.19817,0.67652,0.71966,0,0,-0.0265,-0.00196
4.13964,0.55527,0.834,0,0,-0.00979,0.01842
5.03231,0.66453,0.73677,0,0,-0.03565,0.01648
5.22097,0.71262,0.71805,0,0,-0.01903,0.03208
3.33166,0.5206,0.89543,0,0,-0.00506,0.00516
3.8759,0.559,0.85847,0,0,0.00869,0.04134
4.36983,0.58312,0.81044,0,0,-0.02568,0.02507
5.20743,0.61786,0.72116,0,0,-0.00305,-0.05778
4.74719,0.60686,0.77654,0,0,0.03561,0.01182
3.53006,0.52598,0.88449,0,0,0.00885,0.0171
4.70746,0.63798,0.77729,0,0,0.00252,0.04371
5.38001,0.71494,0.7064,0,0,0.03026,0.01222
4.61072,0.55581,0.78696,0,0,-0.00732,-0.02742
3.85621,0.486,0.85689,0,0,-0.02913,-0.03251
3.9144,0.50961,0.85564,0,0,0.01452,-0.0096
3.95928,0.51953,0.85238,0,0,0.02125,-0.00226
4.30841,0.55501,0.81979,0,0,0.00777,0.00511
4.87047,0.60496,0.75945,0,0,0.0063,-0.01091
3.91931,0.52984,0.85199,0,0,-0.02339,0.00786
4.16486,0.51128,0.83167,0,0,-0.01013,-0.02729
3.58062,0.49558,0.88179,0,0,0.01818,-0.01367
5.39763,0.76405,0.69337,0,0,-0.07233,0.03646
4.78793,0.66338,0.76648,0,0,-0.01334,0.05624
4.98707,0.67197,0.74126,0,0,-0.03986,0.03035
4.90304,0.56022,0.75795,0,0,0.02602,-0.05786
4.44788,0.52519,0.80521,0,0,0.00057,-0.03824
5.34117,0.6262,0.71107,0,0,0.03543,-0.06732
4.68751,0.58199,0.78519,0,0,0.05335,-0.00325
5.46541,0.73141,0.69728,0,0,0.03115,0.01027
3.82524,0.47811,0.86008,0,0,-0.02419,-0.03858
4.74505,0.57252,0.77797,0,0,0.04615,-0.02098
5.21755,0.72817,0.71986,0,0,-0.00528,0.04993
4.86502,0.68176,0.76614,0,0,0.06071,0.074
1.64824,0.72705,0.92446,0,0,0.00345,-0.00576
5.3165,0.72551,0.70746,0,0,-0.02297,0.02442
4.04116,0.5204,0.84538,0,0,0.02096,-0.00658
3.8949,0.50691,0.85452,0,0,-0.01768,-0.01323
5.29526,0.76131,0.71231,0,0,0.0015,0.06953
3.74304,0.50334,0.8702,0,0,0.01494,-0.00885
4.42312,0.58275,0.80644,0,0,-0.01206,0.02025
4.05164,0.52005,0.84162,0,0,-0.0121,-0.01043
5.28699,0.68122,0.72071,0,0,0.07227,0.00455
5.39818,0.68508,0.70183,0,0,0.00559,-0.02742
4.86873,0.58791,0.75815,0,0,-0.00656,-0.02986
5.3288,0.69527,0.70919,0,0,0.006,-0.00264
4.9788,0.6254,0.75068,0,0,0.03642,-0.00217
3.35205,0.50179,0.89457,0,0,-0.00013,-0.01276
3.88211,0.5167,0.8568,0,0,-0.00429,-0.00187
5.46047,0.71869,0.6959,0,0,0.01333,-0.00438
5.1426,0.63036,0.72897,0,0,0.00414,-0.03222
2.89156,0.65626,0.91606,0,0,-0.0033,-0.01481
4.46464,0.53254,0.80628,0,0,0.02787,-0.03008
5.06241,0.6071,0.73401,0,0,-0.03063,-0.04594
3.95853,0.54401,0.85332,0,0,0.03193,0.0227
5.32638,0.62332,0.70716,0,0,-0.01599,-0.07823
2.37678,0.71837,0.9207,0,0,-0.00735,0.00519
4.18834,0.5594,0.83183,0,0,0.01504,0.02101
5.1361,0.57247,0.73289,0,0,0.03275,-0.08223
4.2203,0.54287,0.8264,0,0,-0.0114,-7e-04
3.24736,0.52354,0.90007,0,0,-0.00128,0.00025
4.48167,0.58065,0.80427,0,0,0.02528,0.01654
3.82373,0.5033,0.86059,0,0,-0.02051,-0.01277
4.00759,0.53812,0.84394,0,0,-0.02921,0.00995
3.70854,0.51318,0.87144,0,0,-0.00305,0.00185
3.10244,0.55597,0.90831,0,0,0.01817,-0.00073
3.51685,0.49688,0.88464,0,0,-0.00205,-0.012
4.04011,0.54984,0.84215,0,0,-0.0174,0.01967
4.23158,0.50792,0.8252,0,0,-0.01314,-0.03646
4.80657,0.6491,0.77103,0,0,0.04572,0.04732
4.22035,0.5363,0.82793,0,0,0.00527,-0.00608
3.89948,0.50881,0.8544,0,0,-0.01442,-0.01148
2.94046,0.65785,0.9153,0,0,0.00254,-0.00091
4.59934,0.60004,0.7864,0,0,-0.0238,0.01619
5.2733,0.72446,0.71553,0,0,0.01038,0.03819
4.67883,0.60075,0.77702,0,0,-0.02851,0.00621
5.38548,0.66996,0.70565,0,0,0.02888,-0.03433
3.80509,0.52932,0.86117,0,0,-0.03322,0.01384
5.23852,0.65125,0.7207,0,0,0.02371,-0.02545
4.29244,0.57256,0.81999,0,0,-0.00622,0.02284
4.74873,0.61027,0.7716,0,0,-0.00694,0.00911
5.39123,0.76792,0.70418,0,0,0.02093,0.0601
3.07144,0.56803,0.90917,0,0,0.00331,0.00423
5.23785,0.74265,0.71785,0,0,-0.00412,0.06175
3.90586,0.54584,0.85441,0,0,-0.00792,0.02557
4.18947,0.5397,0.83095,0,0,0.00647,0.00024
4.69277,0.58934,0.77892,0,0,0.00233,-0.00302
5.42179,0.75283,0.69815,0,0,-0.00495,0.03335
-0.00424,0.60413,0.93125,0,0.6132,0.00471,-0.00325
5.07075,0.59791,0.7359,0,0,-0.00483,-0.05224
1.31206,0.72808,0.9256,0,0,0.00412,-0.01606
4.19799,0.53324,0.83114,0,0,0.01711,-0.00598
5.39733,0.60268,0.70409,0,0,0.02615,-0.10535
4.97377,0.67242,0.74551,0,0,-0.01478,0.03738
5.21014,0.6845,0.71873,0,0,-0.02336,0.00484
5.03914,0.64301,0.73803,0,0,-0.01712,-0.00361
5.26759,0.72099,0.711,0,0,-0.03884,0.02736
4.06189,0.55127,0.83882,0,0,-0.03387,0.01871
5.25121,0.62181,0.71584,0,0,-0.00896,-0.06381
5.05363,0.63148,0.73888,0,0,0.00524,-0.01348
3.80533,0.53316,0.86402,0,0,-0.00175,0.01825
4.57643,0.57141,0.79077,0,0,-0.00681,-0.0079
5.44356,0.74576,0.69792,0,0,0.01483,0.02584
3.72515,0.53152,0.87196,0,0,0.02087,0.02016
4.93433,0.62689,0.7534,0,0,0.01706,0.00155
4.69368,0.58465,0.77895,0,0,0.00356,-0.00767
4.68733,0.59963,0.77975,0,0,0.0043,0.00825
2.22496,0.71082,0.92169,0,0,0.00095,-0.00758
5.09891,0.72228,0.73172,0,0,-0.01512,0.0653
4.73082,0.65692,0.77447,0,0,0.00082,0.05944
4.76748,0.61383,0.76927,0,0,-0.00915,0.01031
4.02067,0.51885,0.8461,0,0,0.00881,-0.00717
